sample_id,deg_CmpBst_s_mapEff_in,deg_CmpBst_s_mapWc_in,deg_CmpFan_s_mapEff_in,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_CmpH_s_mapWc_in,deg_TrbH_s_mapEff_in,deg_TrbH_s_mapWc_in,deg_TrbL_s_mapEff_in,deg_TrbL_s_mapWc_in,CRUISE_DECKSMRHPC_Tin,CRUISE_DECKSMRLPT_Tin,CRUISE_DECKSMRHPC_Pout_st,CRUISE_DTAMB,CRUISE_ALT,CRUISE_MACH,CRUISE_COMMAND,TAKEOFF_DECKSMRHPC_Tin,TAKEOFF_DECKSMRLPT_Tin,TAKEOFF_DECKSMRHPC_Pout_st,TAKEOFF_DTAMB,TAKEOFF_ALT,TAKEOFF_MACH,TAKEOFF_COMMAND,CLIMB1_DECKSMRHPC_Tin,CLIMB1_DECKSMRLPT_Tin,CLIMB1_DECKSMRHPC_Pout_st,CLIMB1_DTAMB,CLIMB1_ALT,CLIMB1_MACH,CLIMB1_COMMAND,CLIMB2_DECKSMRHPC_Tin,CLIMB2_DECKSMRLPT_Tin,CLIMB2_DECKSMRHPC_Pout_st,CLIMB2_DTAMB,CLIMB2_ALT,CLIMB2_MACH,CLIMB2_COMMAND
10,-0.00165896937925,-0.0007727035036931,-0.0002777087024092,-0.0002708970706027,-0.0046807859117183,-0.0002832504628054,-0.0036393723984512,-0.0001096570117647,-0.0016145867818735,-0.0003154358486981,336.260911,1126.62734,1376222.23,10.0,35000,0.78,25000,386.793596,1273.01635,3525159.8,15.0,0.0,0.0,120000,362.531236,1159.67962,2309286.62,10.0,15000,0.55,120000,338.312846,1150.33294,1423660.75,10.0,35000,0.78,120000
11,-0.0017315141317875,-0.000841086694184,-0.0003040347974277,-0.0002991970784827,-0.0048386143869646,-0.0003044323768,-0.00378729467068,-0.0001122418545374,-0.0016908705818043,-0.0003295132401723,336.273107,1126.87999,1376095.28,10.0,35000,0.78,25000,386.807146,1273.42292,3524535.09,15.0,0.0,0.0,120000,362.543878,1160.05559,2308832.64,10.0,15000,0.55,120000,338.319955,1150.51866,1423488.13,10.0,35000,0.78,120000
12,-0.0017999204962625,-0.0008629536606877,-0.0003566562642203,-0.0003401840985528,-0.004992153516704,-0.0003184924490831,-0.0039182912032256,-0.0001326192525323,-0.0017576421642334,-0.0003375222503844,336.290335,1127.09453,1376051.6,10.0,35000,0.78,25000,386.823782,1273.77798,3524046.94,15.0,0.0,0.0,120000,362.559985,1160.3799,2308454.46,10.0,15000,0.55,120000,338.331179,1150.64859,1423371.7,10.0,35000,0.78,120000
13,-0.0018785344516298,-0.0008855392830997,-0.0003846947683986,-0.0003691176267534,-0.0051646756412157,-0.0003512383023371,-0.0041046279842292,-0.0001403097630194,-0.0018345281878065,-0.0003851081137684,336.310469,1127.36714,1375906.82,10.0,35000,0.78,25000,386.845912,1274.25656,3523295.32,15.0,0.0,0.0,120000,362.581076,1160.82586,2307916.19,10.0,15000,0.55,120000,338.346069,1150.83679,1423191.41,10.0,35000,0.78,120000
14,-0.0019344652926796,-0.0009320944365015,-0.0004330638071163,-0.0004062758425682,-0.0053213825882384,-0.0003684256973705,-0.004257329834689,-0.0002124183295197,-0.0019221957931861,-0.0004050987950015,336.324078,1127.61828,1375914.16,10.0,35000,0.78,25000,386.859719,1274.65388,3522983.16,15.0,0.0,0.0,120000,362.59443,1161.19111,2307657.15,10.0,15000,0.55,120000,338.354096,1151.01132,1423143.9,10.0,35000,0.78,120000
15,-0.0020068587204154,-0.0009686146569337,-0.0004612472726868,-0.000490334080577,-0.0055124569784851,-0.0004244272603918,-0.0043822099838215,-0.0002559693016684,-0.0019674067480169,-0.0004300969296472,336.352189,1127.81155,1375898.97,10.0,35000,0.78,25000,386.880039,1274.97197,3522166.18,15.0,0.0,0.0,120000,362.614851,1161.46554,2307001.05,10.0,15000,0.55,120000,338.368165,1151.01911,1422887.36,10.0,35000,0.78,120000
16,-0.0020981075048129,-0.0010224795440431,-0.0005403374652156,-0.0005108024134668,-0.0056642809802116,-0.0004453645521865,-0.0045043103886144,-0.000293829850599,-0.0020702591844471,-0.0004704628654691,336.362768,1128.09504,1375861.27,10.0,35000,0.78,25000,386.893594,1275.39224,3521941.26,15.0,0.0,0.0,120000,362.627559,1161.85695,2306825.48,10.0,15000,0.55,120000,338.376838,1151.27323,1422865.03,10.0,35000,0.78,120000
17,-0.002162858286662,-0.0010587659209205,-0.0005508349308421,-0.0005648331244215,-0.0058198798933665,-0.0004825259939008,-0.0046343426105587,-0.0003305608706953,-0.0021437329958125,-0.0005085093751266,336.383365,1128.30438,1375816.86,10.0,35000,0.78,25000,386.910757,1275.73195,3521310.18,15.0,0.0,0.0,120000,362.644443,1162.16185,2306331.56,10.0,15000,0.55,120000,338.388325,1151.35785,1422684.58,10.0,35000,0.78,120000
18,-0.0022370332990865,-0.0010936216975374,-0.0005562990916639,-0.0005953105761306,-0.0060000136085816,-0.0005083268061328,-0.0047542676269721,-0.0003616794691008,-0.0021994982240184,-0.0005271638147779,336.400683,1128.52207,1375738.99,10.0,35000,0.78,25000,386.927997,1276.0962,3520762.02,15.0,0.0,0.0,120000,362.66098,1162.49795,2305922.65,10.0,15000,0.55,120000,338.399919,1151.49003,1422546.73,10.0,35000,0.78,120000
19,-0.0023211546774774,-0.0011194815147252,-0.0005650957481641,-0.0006201170588219,-0.0061545134448547,-0.0005225110292012,-0.0049161763618435,-0.0004107968205636,-0.0022969576972058,-0.0005466385171931,336.417708,1128.78223,1375687.58,10.0,35000,0.78,25000,386.946712,1276.51843,3520369.33,15.0,0.0,0.0,120000,362.678835,1162.89153,2305625.69,10.0,15000,0.55,120000,338.412984,1151.68358,1422480.95,10.0,35000,0.78,120000
20,-0.0023883847084675,-0.0011567988702298,-0.0005728090445946,-0.0006575656085313,-0.0063411508289529,-0.0005578424009831,-0.0050543586986868,-0.0004554018884236,-0.002367664676884,-0.0005872110201039,336.436752,1129.02679,1375613.85,10.0,35000,0.78,25000,386.964957,1276.92041,3519774.16,15.0,0.0,0.0,120000,362.696378,1163.26149,2305175.45,10.0,15000,0.55,120000,338.42513,1151.82548,1422331.46,10.0,35000,0.78,120000
21,-0.0024760642403882,-0.0011865688081315,-0.0005791885781379,-0.0006906187327156,-0.0065021194867582,-0.0006329985069401,-0.0052100283905963,-0.0004583839624466,-0.0024551214788679,-0.0006037928526709,336.456531,1129.29199,1375488.08,10.0,35000,0.78,25000,386.984409,1277.33275,3519132.44,15.0,0.0,0.0,120000,362.714959,1163.64188,2304700.58,10.0,15000,0.55,120000,338.439631,1152.00703,1422152.82,10.0,35000,0.78,120000
22,-0.0025729992517052,-0.0012381707794102,-0.0006050839192592,-0.0007639232354087,-0.0066561767347425,-0.000644225687368,-0.0053374486156193,-0.0004697133505964,-0.0025170286391766,-0.0006125562123164,336.481391,1129.50532,1375421.75,10.0,35000,0.78,25000,387.003057,1277.65457,3518343.0,15.0,0.0,0.0,120000,362.733331,1163.92273,2304074.19,10.0,15000,0.55,120000,338.452457,1152.06175,1421889.93,10.0,35000,0.78,120000
23,-0.0026475546452892,-0.0013156546959243,-0.0006489408644684,-0.0007711411574328,-0.0068284859074563,-0.0006642549740187,-0.0054959375155025,-0.0004758717477236,-0.0026623134661966,-0.0006374380933054,336.487421,1129.86005,1375281.67,10.0,35000,0.78,25000,387.014433,1278.17265,3517974.46,15.0,0.0,0.0,120000,362.743517,1164.41048,2303816.91,10.0,15000,0.55,120000,338.458158,1152.40467,1421817.6,10.0,35000,0.78,120000
24,-0.0027400230256016,-0.0013577504090902,-0.0006771330964921,-0.0008088014904148,-0.0069779693933498,-0.0007238799715733,-0.0056149244981737,-0.0004855258379752,-0.0027435200599232,-0.0006464684628708,336.504835,1130.1045,1375201.66,10.0,35000,0.78,25000,387.030466,1278.52611,3517479.43,15.0,0.0,0.0,120000,362.758827,1164.73289,2303433.08,10.0,15000,0.55,120000,338.470068,1152.56958,1421670.78,10.0,35000,0.78,120000
25,-0.0027957853572566,-0.0013911325240056,-0.0006939299181875,-0.0008284925989969,-0.0071683864054513,-0.0007435787162392,-0.0057537415309547,-0.0004864738818183,-0.0028316195008826,-0.0006676744830785,336.518884,1130.38345,1375053.91,10.0,35000,0.78,25000,387.046579,1278.96875,3516890.92,15.0,0.0,0.0,120000,362.773973,1165.14688,2303010.57,10.0,15000,0.55,120000,338.480521,1152.78418,1421525.14,10.0,35000,0.78,120000
26,-0.0028788471669394,-0.0014268042529504,-0.0007673249142318,-0.0008418803193542,-0.0073581839665272,-0.000784566363189,-0.005920288172835,-0.0005348396593648,-0.0029056529613198,-0.0007013779558696,336.533808,1130.7109,1374960.4,10.0,35000,0.78,25000,387.065169,1279.47294,3516527.6,15.0,0.0,0.0,120000,362.791271,1165.62193,2302744.51,10.0,15000,0.55,120000,338.493545,1153.06541,1421476.0,10.0,35000,0.78,120000
27,-0.0029367669307384,-0.0014557231186064,-0.0008781884350662,-0.0008612258625648,-0.0075083964901613,-0.0008493887150259,-0.006065582182556,-0.000567277781628,-0.0029525772142241,-0.000717972288983,336.545924,1130.99348,1374890.02,10.0,35000,0.78,25000,387.079209,1279.88849,3516235.23,15.0,0.0,0.0,120000,362.804446,1166.01024,2302519.56,10.0,15000,0.55,120000,338.503705,1153.3067,1421427.13,10.0,35000,0.78,120000
28,-0.0030454201085773,-0.0015008784871311,-0.0008920585400579,-0.0009536755264722,-0.0076880784698436,-0.0009022875311056,-0.0062261347362015,-0.0005871536145611,-0.0030087997735577,-0.0007497908174181,336.58065,1131.24564,1374790.43,10.0,35000,0.78,25000,387.104388,1280.26275,3515176.84,15.0,0.0,0.0,120000,362.829144,1166.33571,2301683.37,10.0,15000,0.55,120000,338.522479,1153.33923,1421068.12,10.0,35000,0.78,120000
29,-0.0031001915356757,-0.0015237716383523,-0.0009104279521167,-0.0010129650475076,-0.0078686442919906,-0.0009111163284469,-0.0063719388616611,-0.0006147136379532,-0.0030981840471232,-0.0007834308225758,336.604287,1131.5068,1374707.71,10.0,35000,0.78,25000,387.123786,1280.66113,3514462.02,15.0,0.0,0.0,120000,362.848021,1166.69587,2301121.76,10.0,15000,0.55,120000,338.536067,1153.45158,1420862.12,10.0,35000,0.78,120000
30,-0.0031592640763238,-0.0015865320578746,-0.0009310349504427,-0.0010565055067389,-0.0080311628613513,-0.0009185242096652,-0.0065143153075957,-0.0006263669747251,-0.0031455704548691,-0.0008611147746478,336.623737,1131.771,1374531.62,10.0,35000,0.78,25000,387.140597,1281.06678,3513579.05,15.0,0.0,0.0,120000,362.863882,1167.06715,2300467.63,10.0,15000,0.55,120000,338.546149,1153.57851,1420587.55,10.0,35000,0.78,120000
31,-0.0032356205519012,-0.0016415342799848,-0.0009683253255954,-0.0011008978425549,-0.0082100528128673,-0.0009248278808289,-0.0066298310228467,-0.0006337419347828,-0.0031952183900212,-0.0008876656044306,336.642676,1132.02673,1374400.1,10.0,35000,0.78,25000,387.156862,1281.44145,3512873.15,15.0,0.0,0.0,120000,362.879307,1167.40827,2299931.27,10.0,15000,0.55,120000,338.556836,1153.71434,1420366.87,10.0,35000,0.78,120000
32,-0.0033005661562922,-0.0017105228453904,-0.0010318416816589,-0.001109634309337,-0.0083652891191514,-0.0009452031258997,-0.0067864547177805,-0.0006354397272716,-0.003246409614209,-0.0009415341305573,336.653149,1132.34413,1374194.94,10.0,35000,0.78,25000,387.170514,1281.91315,3512263.32,15.0,0.0,0.0,120000,362.891541,1167.85281,2299506.14,10.0,15000,0.55,120000,338.564637,1153.97888,1420201.79,10.0,35000,0.78,120000
33,-0.0033915315492247,-0.0017470974232623,-0.0010512717883001,-0.0011628340066327,-0.0085437527024623,-0.0010054259108054,-0.0070164863078816,-0.0006814332078789,-0.003325471357404,-0.0010319364605776,336.683834,1132.70604,1374017.98,10.0,35000,0.78,25000,387.197836,1282.45961,3511307.43,15.0,0.0,0.0,120000,362.91741,1168.35667,2298785.69,10.0,15000,0.55,120000,338.584791,1154.17012,1419927.74,10.0,35000,0.78,120000
34,-0.0035079537193834,-0.001806236413251,-0.0010647690508091,-0.0011796048921014,-0.0086990516183219,-0.0010238029626802,-0.0071295278284299,-0.0006917069116419,-0.0033766932813518,-0.0010518071106246,336.699853,1132.9678,1373872.71,10.0,35000,0.78,25000,387.214786,1282.83763,3510791.34,15.0,0.0,0.0,120000,362.932924,1168.70975,2298409.28,10.0,15000,0.55,120000,338.596968,1154.36637,1419777.86,10.0,35000,0.78,120000
35,-0.0035751014025201,-0.0018353274031923,-0.0011164273239533,-0.0012136959854678,-0.0088574069323905,-0.0010857875967167,-0.0072595115203048,-0.0006992055420779,-0.0034760207288494,-0.0010885315387283,336.71687,1133.26337,1373763.43,10.0,35000,0.78,25000,387.230954,1283.24936,3510301.81,15.0,0.0,0.0,120000,362.948152,1169.08979,2298032.54,10.0,15000,0.55,120000,338.60932,1154.58255,1419642.63,10.0,35000,0.78,120000
36,-0.0036298377054833,-0.0019060300519823,-0.0011471195704154,-0.0012196394938963,-0.0090551380616322,-0.0011298900573379,-0.0073737153314012,-0.0007218277450987,-0.0035294131225658,-0.0011432531589046,336.726645,1133.56703,1373587.49,10.0,35000,0.78,25000,387.243339,1283.69326,3509778.2,15.0,0.0,0.0,120000,362.95909,1169.50912,2297665.39,10.0,15000,0.55,120000,338.616441,1154.83309,1419503.72,10.0,35000,0.78,120000
37,-0.0037256981491678,-0.0019586629373167,-0.0011563497470538,-0.0012379524871099,-0.0092530352187447,-0.0011593934660879,-0.0074862663591646,-0.0007697561569251,-0.0035949734719306,-0.0011857157090022,336.743763,1133.85826,1373476.09,10.0,35000,0.78,25000,387.261198,1284.11602,3509327.62,15.0,0.0,0.0,120000,362.975458,1169.90537,2297329.18,10.0,15000,0.55,120000,338.629221,1155.04645,1419393.12,10.0,35000,0.78,120000
38,-0.0037768245569522,-0.0020320026900705,-0.0011684956267051,-0.0012452862041592,-0.0094052279538877,-0.0012119556510479,-0.0076205196160781,-0.0007817230816685,-0.0036873643303146,-0.0012737534701295,336.753137,1134.17506,1373280.47,10.0,35000,0.78,25000,387.273003,1284.56787,3508758.58,15.0,0.0,0.0,120000,362.985799,1170.33166,2296931.68,10.0,15000,0.55,120000,338.635912,1155.31034,1419233.03,10.0,35000,0.78,120000
39,-0.0038557124985452,-0.0020672233456519,-0.0011837372864116,-0.0012722188462029,-0.0095682031633915,-0.0012784184325921,-0.0077484615853045,-0.0008010174432433,-0.0037379851344753,-0.0013438832729535,336.773697,1134.45168,1373117.95,10.0,35000,0.78,25000,387.292313,1284.96938,3508093.15,15.0,0.0,0.0,120000,363.003692,1170.70536,2296441.12,10.0,15000,0.55,120000,338.650641,1155.48561,1419035.47,10.0,35000,0.78,120000
40,-0.0039752372676872,-0.0021068462341538,-0.0012161418221612,-0.0012835784783299,-0.0097678312556931,-0.0012844121778319,-0.0079211783312127,-0.0008186334919155,-0.0037835394358914,-0.0013729719156955,336.795435,1134.80306,1372902.37,10.0,35000,0.78,25000,387.31644,1285.49261,3507430.24,15.0,0.0,0.0,120000,363.025748,1171.20017,2295970.3,10.0,15000,0.55,120000,338.668657,1155.75335,1418865.98,10.0,35000,0.78,120000
41,-0.0040248294856867,-0.0021458644275294,-0.0012368039214961,-0.0013452649847958,-0.0099756953085071,-0.0013012977956673,-0.0080537040173841,-0.0008400696732537,-0.0038694020232275,-0.0014685162157153,336.821787,1135.11773,1372737.75,10.0,35000,0.78,25000,387.337083,1285.93903,3506515.45,15.0,0.0,0.0,120000,363.045325,1171.60616,2295266.08,10.0,15000,0.55,120000,338.68326,1155.89006,1418574.49,10.0,35000,0.78,120000
42,-0.0040949894335762,-0.0022091259735851,-0.0012425415836338,-0.0013822127669751,-0.0101439547728937,-0.0013081381135795,-0.0081719674419743,-0.0008653760183182,-0.0039159946010616,-0.0014855509821497,336.839454,1135.37741,1372601.68,10.0,35000,0.78,25000,387.35183,1286.2989,3505880.53,15.0,0.0,0.0,120000,363.058972,1171.93633,2294780.82,10.0,15000,0.55,120000,338.693046,1156.03316,1418366.86,10.0,35000,0.78,120000
43,-0.0041507889143893,-0.0022394626757755,-0.0012885260004954,-0.0013869754574511,-0.010317405120858,-0.0013127643660238,-0.0082846077440217,-0.0009195121676342,-0.0039682765340682,-0.0015381492360702,336.851886,1135.66336,1372499.12,10.0,35000,0.78,25000,387.366773,1286.71425,3505599.01,15.0,0.0,0.0,120000,363.072454,1172.33116,2294575.39,10.0,15000,0.55,120000,338.703567,1156.26758,1418327.88,10.0,35000,0.78,120000
44,-0.0042285440907267,-0.0022609615510771,-0.0013047165351856,-0.001402600797648,-0.0104794906020835,-0.0013695133941777,-0.0084271485437469,-0.0009292552561501,-0.0040257271084375,-0.0015781241788315,336.871282,1135.96199,1372316.7,10.0,35000,0.78,25000,387.386512,1287.14128,3505012.89,15.0,0.0,0.0,120000,363.090562,1172.73327,2294151.88,10.0,15000,0.55,120000,338.719208,1156.48673,1418164.22,10.0,35000,0.78,120000
45,-0.004287603165635,-0.0022862025898066,-0.0013372286549511,-0.0014530069483393,-0.0106572071483602,-0.0014073489765113,-0.0085869864492894,-0.0009561767269146,-0.0041082006540356,-0.0015914197240161,336.894965,1136.27832,1372193.71,10.0,35000,0.78,25000,387.405888,1287.57008,3504373.66,15.0,0.0,0.0,120000,363.108876,1173.12601,2293645.28,10.0,15000,0.55,120000,338.734257,1156.66637,1417967.05,10.0,35000,0.78,120000
46,-0.0043574160801755,-0.0023998294219693,-0.0013688537863054,-0.0014962356355926,-0.0108064473984165,-0.0014416544010685,-0.0087082559475924,-0.0009917234262847,-0.0041845829173581,-0.0016563880059983,336.908478,1136.58663,1372057.86,10.0,35000,0.78,25000,387.415872,1287.96112,3503754.03,15.0,0.0,0.0,120000,363.117765,1173.48221,2293162.22,10.0,15000,0.55,120000,338.739126,1156.86122,1417742.77,10.0,35000,0.78,120000
47,-0.0044136474076578,-0.0024239763383267,-0.0014329923255217,-0.0015039006338846,-0.0109908636340521,-0.0014633882609779,-0.0088437315693628,-0.0010090210771843,-0.0042366729425648,-0.0016887923915593,336.923154,1136.91309,1371885.81,10.0,35000,0.78,25000,387.432676,1288.42254,3503309.81,15.0,0.0,0.0,120000,363.132959,1173.9198,2292845.3,10.0,15000,0.55,120000,338.751657,1157.12901,1417640.03,10.0,35000,0.78,120000
48,-0.0044797001577915,-0.0024445026400848,-0.0014669129352154,-0.0015159380478996,-0.0111834164604138,-0.0014878614691172,-0.008970025765689,-0.001026529692922,-0.0043017173030063,-0.0017078176025861,336.939995,1137.22955,1371723.98,10.0,35000,0.78,25000,387.450609,1288.86517,3502859.34,15.0,0.0,0.0,120000,363.149301,1174.33823,2292516.55,10.0,15000,0.55,120000,338.765552,1157.37742,1417528.88,10.0,35000,0.78,120000
49,-0.0045802483790308,-0.0025281089104724,-0.0014859903861816,-0.0015451174132434,-0.0113569812211231,-0.0014953313324951,-0.0091089894124276,-0.0010818277102804,-0.0043661688239071,-0.0017455532993931,336.95806,1137.56067,1371590.23,10.0,35000,0.78,25000,387.467014,1289.30153,3502346.14,15.0,0.0,0.0,120000,363.164082,1174.74397,2292119.19,10.0,15000,0.55,120000,338.776714,1157.60367,1417368.49,10.0,35000,0.78,120000
50,-0.0046458187306439,-0.0026171047573503,-0.0015010545395903,-0.0015741026593978,-0.0115551262996016,-0.0015108367186502,-0.0092704693630778,-0.0011394401329388,-0.0044452083768788,-0.0017543897498895,336.973388,1137.92461,1371444.51,10.0,35000,0.78,25000,387.480798,1289.7796,3501826.42,15.0,0.0,0.0,120000,363.17637,1175.1893,2291716.49,10.0,15000,0.55,120000,338.785113,1157.86192,1417206.5,10.0,35000,0.78,120000
51,-0.004754743446373,-0.0026379882494577,-0.001526402278586,-0.0016109620732483,-0.0117290206691381,-0.0015877896798052,-0.0093864716521195,-0.0011656054436026,-0.0045507492585917,-0.0018074774306615,336.998165,1138.24945,1371334.72,10.0,35000,0.78,25000,387.502779,1290.19892,3501356.84,15.0,0.0,0.0,120000,363.196801,1175.57741,2291342.56,10.0,15000,0.55,120000,338.803989,1158.08663,1417064.87,10.0,35000,0.78,120000
52,-0.0048205068607014,-0.0026628947306807,-0.001548847111903,-0.0016522292287422,-0.0119001909906882,-0.0016211252557685,-0.0095430111284725,-0.0012301270119428,-0.0046039853093502,-0.0018178908188884,337.022461,1138.55741,1371240.6,10.0,35000,0.78,25000,387.522614,1290.60401,3500864.35,15.0,0.0,0.0,120000,363.215297,1175.95192,2290940.14,10.0,15000,0.55,120000,338.819948,1158.26197,1416915.91,10.0,35000,0.78,120000
53,-0.0048727978460779,-0.002710051169025,-0.0015616854836195,-0.0016639729273277,-0.0120573266288468,-0.0016391955923403,-0.009678418691635,-0.0012512766236162,-0.0046786688689096,-0.001864080798298,337.036685,1138.87899,1371055.66,10.0,35000,0.78,25000,387.537079,1291.03427,3500361.7,15.0,0.0,0.0,120000,363.228152,1176.35843,2290576.12,10.0,15000,0.55,120000,338.830189,1158.50921,1416769.14,10.0,35000,0.78,120000
54,-0.0049620602689145,-0.0027483517428477,-0.0016122067673759,-0.0016867050552589,-0.0122212687890607,-0.0016717685737024,-0.0098401242519563,-0.0012816879338619,-0.0047501722007165,-0.0018754060476375,337.056399,1139.23484,1370903.8,10.0,35000,0.78,25000,387.556014,1291.49844,3499916.04,15.0,0.0,0.0,120000,363.245387,1176.79375,2290234.12,10.0,15000,0.55,120000,338.845265,1158.78107,1416640.88,10.0,35000,0.78,120000
55,-0.0050289164813391,-0.0027942560842281,-0.0016517236928965,-0.0017293044541902,-0.01242349122777,-0.00170112664566,-0.0099659926171407,-0.0013221264922401,-0.0048140740856221,-0.0018832826994624,337.078144,1139.56462,1370782.19,10.0,35000,0.78,25000,387.573267,1291.91537,3499386.93,15.0,0.0,0.0,120000,363.261344,1177.17784,2289808.51,10.0,15000,0.55,120000,338.858689,1158.98624,1416464.01,10.0,35000,0.78,120000
