sample_id,deg_CmpBst_s_mapEff_in,deg_CmpBst_s_mapWc_in,deg_CmpFan_s_mapEff_in,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_CmpH_s_mapWc_in,deg_TrbH_s_mapEff_in,deg_TrbH_s_mapWc_in,deg_TrbL_s_mapEff_in,deg_TrbL_s_mapWc_in,CRUISE_DECKSMRHPC_Tin,CRUISE_DECKSMRLPT_Tin,CRUISE_DECKSMRHPC_Pout_st,CRUISE_DTAMB,CRUISE_ALT,CRUISE_MACH,CRUISE_COMMAND,TAKEOFF_DECKSMRHPC_Tin,TAKEOFF_DECKSMRLPT_Tin,TAKEOFF_DECKSMRHPC_Pout_st,TAKEOFF_DTAMB,TAKEOFF_ALT,TAKEOFF_MACH,TAKEOFF_COMMAND,CLIMB1_DECKSMRHPC_Tin,CLIMB1_DECKSMRLPT_Tin,CLIMB1_DECKSMRHPC_Pout_st,CLIMB1_DTAMB,CLIMB1_ALT,CLIMB1_MACH,CLIMB1_COMMAND,CLIMB2_DECKSMRHPC_Tin,CLIMB2_DECKSMRLPT_Tin,CLIMB2_DECKSMRHPC_Pout_st,CLIMB2_DTAMB,CLIMB2_ALT,CLIMB2_MACH,CLIMB2_COMMAND
13,-0.0018785344516298,-0.0008855392830997,-0.0003846947683986,-0.0003691176267534,-0.0051646756412157,-0.0003512383023371,-0.0041046279842292,-0.0001403097630194,-0.0018345281878065,-0.0003851081137684,336.2980362074808,1127.9996356904874,1375504.8331386473,10.0,35000,0.78,25000,386.8271245044509,1273.7659590202527,3523281.7161143245,15.0,0.0,0.0,120000,362.57144525071027,1159.7726188932695,2308439.4084412823,10.0,15000,0.55,120000,338.34092346928685,1150.5255676890768,1423046.0464568457,10.0,35000,0.78,120000
14,-0.0019344652926796,-0.0009320944365015,-0.0004330638071163,-0.0004062758425682,-0.0053213825882384,-0.0003684256973705,-0.004257329834689,-0.0002124183295197,-0.0019221957931861,-0.0004050987950015,336.2985608563097,1128.2347254036267,1375971.1302340052,10.0,35000,0.78,25000,386.85803453842294,1273.5167746441525,3523921.0102973618,15.0,0.0,0.0,120000,362.5494295715095,1160.9967941297289,2306616.9871190204,10.0,15000,0.55,120000,338.2596713809807,1150.436770896746,1421921.163040251,10.0,35000,0.78,120000
15,-0.0020068587204154,-0.0009686146569337,-0.0004612472726868,-0.000490334080577,-0.0055124569784851,-0.0004244272603918,-0.0043822099838215,-0.0002559693016684,-0.0019674067480169,-0.0004300969296472,336.3028488055355,1127.6212218345652,1375738.4042286172,10.0,35000,0.78,25000,386.7674622507006,1275.2237106055372,3523910.221087011,15.0,0.0,0.0,120000,362.59089485273427,1160.7381786222622,2308132.201905306,10.0,15000,0.55,120000,338.30287570668287,1151.4930068208405,1423264.2801144377,10.0,35000,0.78,120000
16,-0.0020981075048129,-0.0010224795440431,-0.0005403374652156,-0.0005108024134668,-0.0056642809802116,-0.0004453645521865,-0.0045043103886144,-0.000293829850599,-0.0020702591844471,-0.0004704628654691,336.3753412092022,1127.7396514831087,1375722.8339864546,10.0,35000,0.78,25000,386.8049054323372,1275.3330291819143,3522830.2529175947,15.0,0.0,0.0,120000,362.7042635144652,1161.7558941410218,2306533.973287435,10.0,15000,0.55,120000,338.2892844825404,1151.2680337199552,1422374.0577174341,10.0,35000,0.78,120000
17,-0.002162858286662,-0.0010587659209205,-0.0005508349308421,-0.0005648331244215,-0.0058198798933665,-0.0004825259939008,-0.0046343426105587,-0.0003305608706953,-0.0021437329958125,-0.0005085093751266,336.3721493607015,1128.4805003099525,1375831.2362010016,10.0,35000,0.78,25000,386.88425755678924,1276.1690712405011,3522324.4838835336,15.0,0.0,0.0,120000,362.62162170219284,1161.748720880522,2304951.2086763456,10.0,15000,0.55,120000,338.330963142938,1151.0058804294888,1422808.938632619,10.0,35000,0.78,120000
18,-0.0022370332990865,-0.0010936216975374,-0.0005562990916639,-0.0005953105761306,-0.0060000136085816,-0.0005083268061328,-0.0047542676269721,-0.0003616794691008,-0.0021994982240184,-0.0005271638147779,336.4087558181704,1128.938050861262,1375814.6073769657,10.0,35000,0.78,25000,386.9080658037633,1276.7984725784167,3522547.1888135164,15.0,0.0,0.0,120000,362.74245670972556,1161.7438497124797,2307036.051678036,10.0,15000,0.55,120000,338.3835931176691,1150.6482365473662,1422676.1155237765,10.0,35000,0.78,120000
19,-0.0023211546774774,-0.0011194815147252,-0.0005650957481641,-0.0006201170588219,-0.0061545134448547,-0.0005225110292012,-0.0049161763618435,-0.0004107968205636,-0.0022969576972058,-0.0005466385171931,336.41574153326775,1128.809226221687,1375753.9627897898,10.0,35000,0.78,25000,386.9932884806694,1277.1082500377556,3518498.932521253,15.0,0.0,0.0,120000,362.728158700935,1163.2957193602883,2306571.566983713,10.0,15000,0.55,120000,338.2910609717977,1151.2878439470364,1422501.3687587855,10.0,35000,0.78,120000
20,-0.0023883847084675,-0.0011567988702298,-0.0005728090445946,-0.0006575656085313,-0.0063411508289529,-0.0005578424009831,-0.0050543586986868,-0.0004554018884236,-0.002367664676884,-0.0005872110201039,336.4667607618165,1127.816328503068,1375228.5485256487,10.0,35000,0.78,25000,386.88978408003754,1278.2708156186184,3520836.374468923,15.0,0.0,0.0,120000,362.72202714247993,1162.6313586058452,2304350.457946153,10.0,15000,0.55,120000,338.41185771875524,1152.2767002009602,1422643.0415033828,10.0,35000,0.78,120000
21,-0.0024760642403882,-0.0011865688081315,-0.0005791885781379,-0.0006906187327156,-0.0065021194867582,-0.0006329985069401,-0.0052100283905963,-0.0004583839624466,-0.0024551214788679,-0.0006037928526709,336.3714561952626,1128.836463642913,1375992.4085076908,10.0,35000,0.78,25000,386.9299835722256,1278.491260520229,3519548.5638144775,15.0,0.0,0.0,120000,362.6088440558479,1163.8241527584717,2304850.5138284983,10.0,15000,0.55,120000,338.4696751254346,1151.7379950169234,1421562.4950820473,10.0,35000,0.78,120000
22,-0.0025729992517052,-0.0012381707794102,-0.0006050839192592,-0.0007639232354087,-0.0066561767347425,-0.000644225687368,-0.0053374486156193,-0.0004697133505964,-0.0025170286391766,-0.0006125562123164,336.5034201150144,1129.7195742303775,1375696.471762718,10.0,35000,0.78,25000,387.0029632654137,1278.6074107313564,3519303.880075214,15.0,0.0,0.0,120000,362.7167745850859,1163.639211644785,2302959.1500465805,10.0,15000,0.55,120000,338.44897584506396,1151.9875367602867,1419101.817116915,10.0,35000,0.78,120000
23,-0.0026475546452892,-0.0013156546959243,-0.0006489408644684,-0.0007711411574328,-0.0068284859074563,-0.0006642549740187,-0.0054959375155025,-0.0004758717477236,-0.0026623134661966,-0.0006374380933054,336.5418976328607,1130.3927616822423,1375232.9734018971,10.0,35000,0.78,25000,386.94078411954445,1278.108645305665,3519042.6203873293,15.0,0.0,0.0,120000,362.7559159942374,1163.8194658503812,2305532.950322112,10.0,15000,0.55,120000,338.5209312160973,1153.2030484658162,1421911.7528855223,10.0,35000,0.78,120000
24,-0.0027400230256016,-0.0013577504090902,-0.0006771330964921,-0.0008088014904148,-0.0069779693933498,-0.0007238799715733,-0.0056149244981737,-0.0004855258379752,-0.0027435200599232,-0.0006464684628708,336.466903578832,1130.9922229196395,1375071.8651033924,10.0,35000,0.78,25000,387.0384534347528,1278.0508548296825,3518453.5624352577,15.0,0.0,0.0,120000,362.7704594829105,1166.2688001383794,2304021.7655547108,10.0,15000,0.55,120000,338.515702396791,1152.1912089651416,1421839.5022669365,10.0,35000,0.78,120000
25,-0.0027957853572566,-0.0013911325240056,-0.0006939299181875,-0.0008284925989969,-0.0071683864054513,-0.0007435787162392,-0.0057537415309547,-0.0004864738818183,-0.0028316195008826,-0.0006676744830785,336.5776140118979,1130.5054576208634,1375510.172497179,10.0,35000,0.78,25000,387.0605761785629,1279.2170678489215,3518850.015352507,15.0,0.0,0.0,120000,362.75030525149646,1165.4669864910038,2303595.888030092,10.0,15000,0.55,120000,338.50960049014304,1152.8036243526424,1420922.8000169736,10.0,35000,0.78,120000
26,-0.0028788471669394,-0.0014268042529504,-0.0007673249142318,-0.0008418803193542,-0.0073581839665272,-0.000784566363189,-0.005920288172835,-0.0005348396593648,-0.0029056529613198,-0.0007013779558696,336.52634345291267,1130.3613758592473,1374851.529413725,10.0,35000,0.78,25000,386.9862965603087,1278.241500957014,3515852.1305662137,15.0,0.0,0.0,120000,362.867543211822,1165.6794822474371,2303786.8453684407,10.0,15000,0.55,120000,338.45767070813463,1153.050373913251,1420851.97514976,10.0,35000,0.78,120000
27,-0.0029367669307384,-0.0014557231186064,-0.0008781884350662,-0.0008612258625648,-0.0075083964901613,-0.0008493887150259,-0.006065582182556,-0.000567277781628,-0.0029525772142241,-0.000717972288983,336.55665330373523,1131.4018523915438,1374714.1511178296,10.0,35000,0.78,25000,386.96985470346806,1280.1114048090799,3517017.6704041045,15.0,0.0,0.0,120000,362.80400085874936,1165.6023432645602,2301247.81305047,10.0,15000,0.55,120000,338.4919890637721,1154.2959907168915,1421257.3861822009,10.0,35000,0.78,120000
28,-0.0030454201085773,-0.0015008784871311,-0.0008920585400579,-0.0009536755264722,-0.0076880784698436,-0.0009022875311056,-0.0062261347362015,-0.0005871536145611,-0.0030087997735577,-0.0007497908174181,336.50042817997434,1131.263196503521,1375278.4614056952,10.0,35000,0.78,25000,387.1102294057784,1280.7973000502873,3516051.802329103,15.0,0.0,0.0,120000,362.83917700043594,1166.552431835863,2300944.227725644,10.0,15000,0.55,120000,338.4459533551322,1153.3227549739863,1419491.8871526034,10.0,35000,0.78,120000
29,-0.0031001915356757,-0.0015237716383523,-0.0009104279521167,-0.0010129650475076,-0.0078686442919906,-0.0009111163284469,-0.0063719388616611,-0.0006147136379532,-0.0030981840471232,-0.0007834308225758,336.6062093538324,1131.8775517713464,1375136.7618984934,10.0,35000,0.78,25000,387.20489642439253,1280.5105075268727,3516075.401535261,15.0,0.0,0.0,120000,362.8181282459704,1166.0259310994588,2301813.1825452563,10.0,15000,0.55,120000,338.55113152419915,1152.9593546879191,1420652.1462641158,10.0,35000,0.78,120000
30,-0.0031592640763238,-0.0015865320578746,-0.0009310349504427,-0.0010565055067389,-0.0080311628613513,-0.0009185242096652,-0.0065143153075957,-0.0006263669747251,-0.0031455704548691,-0.0008611147746478,336.6045661844442,1132.1260494523578,1374881.2519236642,10.0,35000,0.78,25000,387.1290517974236,1281.2304208422977,3513971.1280465513,15.0,0.0,0.0,120000,362.8362693525157,1165.612248204727,2300071.4740775903,10.0,15000,0.55,120000,338.54350892586734,1153.4079617409477,1420059.5094491183,10.0,35000,0.78,120000
31,-0.0032356205519012,-0.0016415342799848,-0.0009683253255954,-0.0011008978425549,-0.0082100528128673,-0.0009248278808289,-0.0066298310228467,-0.0006337419347828,-0.0031952183900212,-0.0008876656044306,336.6060535559444,1132.4321817830894,1374332.9491093815,10.0,35000,0.78,25000,387.06476040807974,1282.35576121032,3514004.7945091957,15.0,0.0,0.0,120000,362.9409005894312,1166.9557487023653,2299811.75121957,10.0,15000,0.55,120000,338.4483656020794,1152.0376566210155,1418805.8394885627,10.0,35000,0.78,120000
32,-0.0033005661562922,-0.0017105228453904,-0.0010318416816589,-0.001109634309337,-0.0083652891191514,-0.0009452031258997,-0.0067864547177805,-0.0006354397272716,-0.003246409614209,-0.0009415341305573,336.6557892837704,1133.4168785182565,1373300.37305987,10.0,35000,0.78,25000,387.2300756228533,1280.950041522528,3512017.722334051,15.0,0.0,0.0,120000,362.858463467671,1167.0132696788344,2299308.903631596,10.0,15000,0.55,120000,338.49663661614386,1153.2838304534805,1419509.2068840286,10.0,35000,0.78,120000
33,-0.0033915315492247,-0.0017470974232623,-0.0010512717883001,-0.0011628340066327,-0.0085437527024623,-0.0010054259108054,-0.0070164863078816,-0.0006814332078789,-0.003325471357404,-0.0010319364605776,336.7294070304791,1132.7014249797317,1373595.157689064,10.0,35000,0.78,25000,387.15180367286933,1282.3869099180272,3510760.364354983,15.0,0.0,0.0,120000,362.906395376735,1168.6537785332714,2297465.79844064,10.0,15000,0.55,120000,338.6374110534437,1153.3208087377395,1420863.7284508762,10.0,35000,0.78,120000
34,-0.0035079537193834,-0.001806236413251,-0.0010647690508091,-0.0011796048921014,-0.0086990516183219,-0.0010238029626802,-0.0071295278284299,-0.0006917069116419,-0.0033766932813518,-0.0010518071106246,336.73801102570775,1132.4149091268011,1373652.8307723165,10.0,35000,0.78,25000,387.1556783554337,1282.899770822394,3510477.2656257576,15.0,0.0,0.0,120000,362.9118700747298,1168.420330810935,2297184.7509071836,10.0,15000,0.55,120000,338.5854966685528,1155.2355159511947,1420634.4148563936,10.0,35000,0.78,120000
35,-0.0035751014025201,-0.0018353274031923,-0.0011164273239533,-0.0012136959854678,-0.0088574069323905,-0.0010857875967167,-0.0072595115203048,-0.0006992055420779,-0.0034760207288494,-0.0010885315387283,336.6970018254095,1132.8577656777034,1373772.7789373149,10.0,35000,0.78,25000,387.3692841535551,1282.8341284389676,3509761.1216626274,15.0,0.0,0.0,120000,362.9293740940514,1169.1199231548585,2297598.5352617013,10.0,15000,0.55,120000,338.5897045403936,1154.7652591052556,1417911.6405501778,10.0,35000,0.78,120000
36,-0.0036298377054833,-0.0019060300519823,-0.0011471195704154,-0.0012196394938963,-0.0090551380616322,-0.0011298900573379,-0.0073737153314012,-0.0007218277450987,-0.0035294131225658,-0.0011432531589046,336.7832171804033,1133.4844192895496,1374217.690374337,10.0,35000,0.78,25000,387.2021139712623,1283.4855597111987,3510109.016771276,15.0,0.0,0.0,120000,362.9353076116047,1170.0933066278794,2297756.818308514,10.0,15000,0.55,120000,338.7093647204903,1154.6740981288924,1417933.1913989387,10.0,35000,0.78,120000
37,-0.0037256981491678,-0.0019586629373167,-0.0011563497470538,-0.0012379524871099,-0.0092530352187447,-0.0011593934660879,-0.0074862663591646,-0.0007697561569251,-0.0035949734719306,-0.0011857157090022,336.7778647388417,1133.932646742332,1372699.2301826996,10.0,35000,0.78,25000,387.31239327524963,1283.4521884564206,3509850.9626304344,15.0,0.0,0.0,120000,362.9608577918615,1170.9947612383514,2297880.48221807,10.0,15000,0.55,120000,338.62880817426657,1154.66088409512,1419290.7289248963,10.0,35000,0.78,120000
38,-0.0037768245569522,-0.0020320026900705,-0.0011684956267051,-0.0012452862041592,-0.0094052279538877,-0.0012119556510479,-0.0076205196160781,-0.0007817230816685,-0.0036873643303146,-0.0012737534701295,336.7261674940261,1133.806336980831,1373014.5582991298,10.0,35000,0.78,25000,387.3209945224997,1284.8238910795053,3509774.971268541,15.0,0.0,0.0,120000,362.9151600257002,1170.382055713679,2296954.73220826,10.0,15000,0.55,120000,338.61801099487184,1155.1995804936962,1418253.0233526975,10.0,35000,0.78,120000
39,-0.0038557124985452,-0.0020672233456519,-0.0011837372864116,-0.0012722188462029,-0.0095682031633915,-0.0012784184325921,-0.0077484615853045,-0.0008010174432433,-0.0037379851344753,-0.0013438832729535,336.6153442335674,1134.3009084474281,1373312.140090431,10.0,35000,0.78,25000,387.25352449897946,1285.5452038228086,3506980.785729163,15.0,0.0,0.0,120000,363.0273307428725,1170.2896063221765,2296542.5868924526,10.0,15000,0.55,120000,338.6171807197268,1155.6634251936316,1419273.9712121878,10.0,35000,0.78,120000
40,-0.0039752372676872,-0.0021068462341538,-0.0012161418221612,-0.0012835784783299,-0.0097678312556931,-0.0012844121778319,-0.0079211783312127,-0.0008186334919155,-0.0037835394358914,-0.0013729719156955,336.81301896858747,1134.6539117398092,1372156.8162802798,10.0,35000,0.78,25000,387.4024860159905,1285.8094162843875,3507089.0339353797,15.0,0.0,0.0,120000,363.0298225449352,1171.1613230291084,2295922.2858082494,10.0,15000,0.55,120000,338.7122018903395,1155.5897573230773,1420349.0191747653,10.0,35000,0.78,120000
41,-0.0040248294856867,-0.0021458644275294,-0.0012368039214961,-0.0013452649847958,-0.0099756953085071,-0.0013012977956673,-0.0080537040173841,-0.0008400696732537,-0.0038694020232275,-0.0014685162157153,336.732460657366,1134.5727875533246,1372567.7195585198,10.0,35000,0.78,25000,387.3161009629195,1285.1482037059147,3506061.8808238124,15.0,0.0,0.0,120000,363.00788362672154,1171.8883182485577,2296335.9985989276,10.0,15000,0.55,120000,338.6731270546417,1156.174998993762,1419292.6405425519,10.0,35000,0.78,120000
42,-0.0040949894335762,-0.0022091259735851,-0.0012425415836338,-0.0013822127669751,-0.0101439547728937,-0.0013081381135795,-0.0081719674419743,-0.0008653760183182,-0.0039159946010616,-0.0014855509821497,336.80489397773334,1135.632078141856,1372278.600263921,10.0,35000,0.78,25000,387.35254525453564,1287.59380211975,3506141.802553135,15.0,0.0,0.0,120000,363.06518337489797,1171.7596925798862,2294409.0399853694,10.0,15000,0.55,120000,338.7472781511673,1155.5919219117206,1419309.6263799786,10.0,35000,0.78,120000
43,-0.0041507889143893,-0.0022394626757755,-0.0012885260004954,-0.0013869754574511,-0.010317405120858,-0.0013127643660238,-0.0082846077440217,-0.0009195121676342,-0.0039682765340682,-0.0015381492360702,336.88620331074355,1135.5700937352608,1372642.9948238267,10.0,35000,0.78,25000,387.32891479509414,1286.181935144997,3506257.627564792,15.0,0.0,0.0,120000,363.0475755608475,1171.8597283607394,2293158.640412806,10.0,15000,0.55,120000,338.8019554544696,1156.501448609566,1417317.262963928,10.0,35000,0.78,120000
44,-0.0042285440907267,-0.0022609615510771,-0.0013047165351856,-0.001402600797648,-0.0104794906020835,-0.0013695133941777,-0.0084271485437469,-0.0009292552561501,-0.0040257271084375,-0.0015781241788315,336.93789199419473,1135.0764630104609,1372444.8257337492,10.0,35000,0.78,25000,387.40375886678464,1287.401798600856,3505223.806296222,15.0,0.0,0.0,120000,363.1709162473358,1173.2871087427793,2295411.6165428716,10.0,15000,0.55,120000,338.73418973015896,1156.4865435697213,1417760.4604661085,10.0,35000,0.78,120000
45,-0.004287603165635,-0.0022862025898066,-0.0013372286549511,-0.0014530069483393,-0.0106572071483602,-0.0014073489765113,-0.0085869864492894,-0.0009561767269146,-0.0041082006540356,-0.0015914197240161,336.7768217945774,1136.4357344858379,1372257.7339171185,10.0,35000,0.78,25000,387.44423793812405,1288.1572154468843,3504993.9373561176,15.0,0.0,0.0,120000,363.139437891322,1172.9240549655547,2293548.888870973,10.0,15000,0.55,120000,338.77192081059997,1156.2794147254851,1418662.9296617175,10.0,35000,0.78,120000
46,-0.0043574160801755,-0.0023998294219693,-0.0013688537863054,-0.0014962356355926,-0.0108064473984165,-0.0014416544010685,-0.0087082559475924,-0.0009917234262847,-0.0041845829173581,-0.0016563880059983,336.98474049670017,1136.7946495550214,1372139.8041276187,10.0,35000,0.78,25000,387.35995705607706,1288.186071120144,3504354.084450472,15.0,0.0,0.0,120000,363.2005536576737,1172.4813612116543,2291839.7468899437,10.0,15000,0.55,120000,338.73315169450956,1157.2651732932636,1417432.5424466187,10.0,35000,0.78,120000
47,-0.0044136474076578,-0.0024239763383267,-0.0014329923255217,-0.0015039006338846,-0.0109908636340521,-0.0014633882609779,-0.0088437315693628,-0.0010090210771843,-0.0042366729425648,-0.0016887923915593,336.9826115242361,1136.7732103054275,1371762.6583893695,10.0,35000,0.78,25000,387.38741098673796,1288.315800396612,3502993.1100460966,15.0,0.0,0.0,120000,363.150251338096,1172.251297635071,2293108.259055169,10.0,15000,0.55,120000,338.8331115145691,1157.8505199520018,1417113.7659847792,10.0,35000,0.78,120000
