Unnamed: 0,sample_id,deg_CmpBst_s_mapEff_in,deg_CmpBst_s_mapWc_in,deg_CmpFan_s_mapEff_in,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_CmpH_s_mapWc_in,deg_TrbH_s_mapEff_in,deg_TrbH_s_mapWc_in,deg_TrbL_s_mapEff_in,deg_TrbL_s_mapWc_in,CRUISE_DECKSMRHPC_Tin,CRUISE_DECKSMRLPT_Tin,CRUISE_DECKSMRHPC_Pout_st,CRUISE_DTAMB,CRUISE_ALT,CRUISE_MACH,CRUISE_COMMAND,TAKEOFF_DECKSMRHPC_Tin,TAKEOFF_DECKSMRLPT_Tin,TAKEOFF_DECKSMRHPC_Pout_st,TAKEOFF_DTAMB,TAKEOFF_ALT,TAKEOFF_MACH,TAKEOFF_COMMAND,CLIMB1_DECKSMRHPC_Tin,CLIMB1_DECKSMRLPT_Tin,CLIMB1_DECKSMRHPC_Pout_st,CLIMB1_DTAMB,CLIMB1_ALT,CLIMB1_MACH,CLIMB1_COMMAND,CLIMB2_DECKSMRHPC_Tin,CLIMB2_DECKSMRLPT_Tin,CLIMB2_DECKSMRHPC_Pout_st,CLIMB2_DTAMB,CLIMB2_ALT,CLIMB2_MACH,CLIMB2_COMMAND
10,10,-0.0004542903453538,-0.0185597657070486,-0.0066329349807297,-0.0339753411018781,-0.0438893754519829,0.0014264878486727,-0.0457246807510718,0.0467277584381548,-0.0295481954810767,0.0160973976034561,345.8838377885274,1224.9378961721497,1284130.9197549701,10.0,35000,0.78,25000,390.12882937925525,1370.9967402667671,3079385.39803049,15.0,0.0,0.0,120000,365.87422621089473,1241.889001732697,1965691.9590657998,10.0,15000,0.55,120000,342.5208345662298,1203.9216620233726,1218097.2929251203,10.0,35000,0.78,120000
11,11,-0.0377278881449168,-0.0141618906918361,-0.0151529783120753,0.0231366243448464,-0.0365883863914696,0.0005147085727261,-0.0483792597649176,0.047280537044049,-0.0197160465198875,-0.0056273088407024,336.0364852931066,1255.5459936445964,1239437.193157886,10.0,35000,0.78,25000,391.1877308710105,1450.9505414876462,3352608.0252190526,15.0,0.0,0.0,120000,365.9788335063264,1333.9130628777443,2227125.875286968,10.0,15000,0.55,120000,341.5765681080516,1313.1546047009558,1380318.1720247364,10.0,35000,0.78,120000
12,12,-0.0107920489844563,0.0182801227187561,-0.0280422221605699,0.0288673540782635,-0.0440208070869309,-0.0479951926553956,-0.0351649306061664,-0.021144524188866,-0.0130517014838612,0.0304123554278222,333.75837361775837,1215.2519473671653,1380601.288468331,10.0,35000,0.78,25000,389.31909222107396,1400.0236803280284,3815263.774270303,15.0,0.0,0.0,120000,364.41895633262595,1287.7037192135822,2547643.5248459973,10.0,15000,0.55,120000,342.1300415385917,1317.5569027888216,1558456.0878528713,10.0,35000,0.78,120000
13,13,-0.0220852964842684,-0.0243400960947014,-0.0377905305698502,-0.0494774958436278,-0.0062954577457407,0.0299817569031762,-0.0174792796066207,0.0035176965630571,-0.0003913676136251,0.0059172700000775,346.87804120748075,1146.2343356904873,1405029.2731386472,10.0,35000,0.78,25000,389.23556950445095,1263.4863090202527,3251058.6861143247,15.0,0.0,0.0,120000,365.5350742507103,1134.6766988932695,2057294.4884412827,10.0,15000,0.55,120000,341.53912046928684,1102.9686976890766,1273546.4164568458,10.0,35000,0.78,120000
14,14,-0.000743329165419,-0.0087925655954836,-0.0019689132274874,-0.0392573824419008,-0.0187367447005284,-0.0238135805304735,-0.0191657844986712,-0.0415206724024715,-0.0277194557301525,0.0449783879201196,342.6224668563097,1135.210435403627,1501342.6202340052,10.0,35000,0.78,25000,387.02900853842294,1250.0406546441525,3576064.2902973616,15.0,0.0,0.0,120000,363.4198975715095,1126.0387741297288,2281575.0871190205,10.0,15000,0.55,120000,339.01430238098067,1100.626530896746,1413350.8530402512,10.0,35000,0.78,120000
15,15,-0.0489131459620971,0.0292830713825281,-0.0230701245444993,-0.0432432289148312,-0.0280542878705677,-0.0385377920744318,-0.0406406168919195,0.023340577365308,-0.0213634973071434,-0.0487686474919176,361.83645780553553,1252.6322918345652,1310726.0942286171,10.0,35000,0.78,25000,401.0177052507006,1385.9122906055372,3066660.3410870107,15.0,0.0,0.0,120000,376.42608885273427,1249.8084086222623,1947475.511905306,10.0,15000,0.55,120000,356.1103757066829,1217.4997068208406,1208373.7001144376,10.0,35000,0.78,120000
16,16,-0.0350538704729779,-0.04593280947611,-0.0046151069954474,-0.0276299300449409,-0.0237774262346957,0.00650326217291,-0.0439148948715662,-0.0348082514720643,-0.0321585694464113,-0.0049528993950697,342.9008312092022,1211.1563114831088,1401911.7639864546,10.0,35000,0.78,25000,389.0410434323372,1355.4883891819145,3413469.232917595,15.0,0.0,0.0,120000,364.84819451446515,1227.6721741410217,2191230.1632874347,10.0,15000,0.55,120000,340.3231234825404,1196.5777937199553,1353123.787717434,10.0,35000,0.78,120000
17,17,-0.03414545891907,-0.0200120457033853,-0.0211279825452838,-0.0467488348560391,-0.002582303908791,0.0235640715044861,-0.0467175485300015,7.624435944167396e-06,-0.0054458386331274,-0.0457486080194569,354.52641236070144,1216.4318503099526,1336940.3262010014,10.0,35000,0.78,25000,394.3843745567892,1346.179531240501,3082623.0738835335,15.0,0.0,0.0,120000,369.9833967021928,1214.515520880522,1945614.9086763456,10.0,15000,0.55,120000,347.712784142938,1176.2975704294886,1204090.408632619,10.0,35000,0.78,120000
18,18,-0.0229453962454392,-0.0483147573117582,-0.0137594291801932,-0.0478527432414646,-0.0148860062160554,-0.0273293290105342,-0.0031868288644368,0.0419055333319384,-0.0093733948056745,-0.0302624605159228,346.12114481817036,1158.322730861262,1318246.8373769657,10.0,35000,0.78,25000,388.1412658037633,1278.4089825784167,3036238.218813516,15.0,0.0,0.0,120000,364.2988437097256,1147.0031397124797,1921503.0616780359,10.0,15000,0.55,120000,339.88218211766906,1111.9674865473662,1186294.1355237765,10.0,35000,0.78,120000
19,19,-0.0469684065752668,-0.0349927764600045,-0.0415613789662057,-0.0122648901376999,-0.0125766421583122,-0.0373434146465261,-0.0262996913957604,-0.0048745620408374,-0.0385982173328572,0.0256896763270999,337.81193053326774,1223.500606221687,1395282.6227897897,10.0,35000,0.78,25000,387.50732248066936,1354.4224200377555,3606977.742521253,15.0,0.0,0.0,120000,362.79357570093504,1220.9623593602882,2359314.9069837127,10.0,15000,0.55,120000,339.3787089717977,1250.5059539470365,1433842.7987587855,10.0,35000,0.78,120000
20,20,-0.0288887024191205,-0.0027774611408487,-0.0427503705931011,-0.0045151180020409,-0.0355069681438541,-0.040583724823999,-0.0475659111088932,-0.0366776586736128,-0.0070609162523142,-0.0135063299316206,341.8688047618165,1228.6662385030681,1390417.3685256485,10.0,35000,0.78,25000,392.2549660800375,1400.2606256186184,3568040.334468923,15.0,0.0,0.0,120000,367.6078141424799,1276.542448605845,2328520.377946153,10.0,15000,0.55,120000,344.0469197187552,1250.0581902009603,1446992.7915033828,10.0,35000,0.78,120000
21,21,-0.0433471312178214,0.0143351067126232,-0.04459988782583,0.0269567003790541,-0.0448577035648079,0.0214088127968675,-6.552887577865318e-05,-0.0011237538036503,-0.0329637812755032,0.036602421806175,333.35310419526263,1208.478103642913,1396363.7585076906,10.0,35000,0.78,25000,389.60036057222555,1390.1924805202289,3893276.7038144777,15.0,0.0,0.0,120000,364.6723400558479,1279.2763927584717,2599457.9338284982,10.0,15000,0.55,120000,342.22410612543456,1330.1658650169234,1585813.6050820472,10.0,35000,0.78,120000
22,22,-0.0491504743458904,0.0096091327637187,-0.0073314321063817,-0.0443644986056375,-0.034143223113441,0.0116601532565503,-0.0235124297456931,-0.0325551980423268,-0.0268169875558405,-0.0031058974037507,355.26571911501446,1187.8076142303776,1446317.471762718,10.0,35000,0.78,25000,396.6492812654137,1318.5889607313563,3376886.330075214,15.0,0.0,0.0,120000,372.44548858508585,1188.900591644785,2141462.3800465805,10.0,15000,0.55,120000,350.13822784506397,1154.2500867602866,1327451.037116915,10.0,35000,0.78,120000
23,23,-0.0370701697985319,0.0024647085445469,-0.0134831159560715,-0.0248768340425875,-0.0354665116108001,-0.0426434887324903,-0.0162336908007776,0.0242152365507478,-0.0290089183919884,0.0458908560032342,344.2643356328607,1169.8284916822422,1379015.0534018972,10.0,35000,0.78,25000,391.19643311954445,1304.6055553056651,3411577.750387329,15.0,0.0,0.0,120000,367.1750329942374,1180.2121358503812,2201044.380322112,10.0,15000,0.55,120000,343.4864782160973,1163.0090984658164,1363186.2928855221,10.0,35000,0.78,120000
24,24,-0.0104147143074413,0.0261625463293398,-0.0431163203709832,-0.0144246156724792,-0.01130300791035,-0.0250941911630208,-0.0113015535786693,0.0315874284307263,-0.0346870920217035,-0.0274258820863735,341.86094157883196,1173.3584329196397,1355666.6251033924,10.0,35000,0.78,25000,391.3028184347528,1327.5892848296826,3421388.3224352575,15.0,0.0,0.0,120000,367.0658804829105,1209.2045901383794,2224984.825554711,10.0,15000,0.55,120000,343.357592396791,1183.4231489651415,1387977.5122669365,10.0,35000,0.78,120000
25,25,-0.0428259655127899,-0.0130939925054018,-0.0167269484410381,-0.035798271650361,-0.0071183311814987,0.0086031885758052,-0.0119082843817119,-0.0401052780798541,-0.0300332794284775,0.0204055663362435,344.3702800118979,1143.4008976208634,1498827.772497179,10.0,35000,0.78,25000,389.87292817856286,1263.9228278489215,3609877.5853525074,15.0,0.0,0.0,120000,365.98961925149644,1139.2786464910039,2312124.9480300923,10.0,15000,0.55,120000,341.57493249014306,1117.7658943526424,1430421.1800169738,10.0,35000,0.78,120000
26,26,-0.0405730866220963,0.0101402686476349,-0.014655167336962,-0.0109150975463769,-0.0339604852362437,-0.0485324253781882,-0.0356423600411689,-0.022153613395192,-0.0270577450318326,0.0479788519836635,342.72617345291263,1188.4010858592474,1429348.629413725,10.0,35000,0.78,25000,392.1501795603087,1336.596830957014,3647532.7605662136,15.0,0.0,0.0,120000,367.93451621182203,1217.8845422474371,2373840.435368441,10.0,15000,0.55,120000,344.57883270813466,1208.121193913251,1467039.42514976,10.0,35000,0.78,120000
27,27,-0.0015276977045821,-0.0253397131767486,-0.0350266909663135,0.0239270849471112,-0.0178403572633997,-0.0495149043654656,-0.022158995548476,0.0344954737629777,-0.0029375024711173,-0.0468511316268222,331.1818123037352,1215.7905323915438,1263199.1511178296,10.0,35000,0.78,25000,385.65468170346804,1393.11373480908,3417552.7404041043,15.0,0.0,0.0,120000,360.91583385874935,1281.5382332645602,2269187.0530504696,10.0,15000,0.55,120000,337.12556506377206,1293.7178907168914,1391771.6461822009,10.0,35000,0.78,120000
28,28,-0.0030217375310063,0.0002548012723227,-0.0221183724355522,0.0282004899393342,-0.0132856163258713,-0.0047330099405625,-0.0425246270599638,0.0146263858615404,-0.0357618764743588,0.0118983280970962,330.5043281799743,1213.635676503521,1330089.5414056953,10.0,35000,0.78,25000,386.3938844057784,1399.6514000502873,3672859.342329103,15.0,0.0,0.0,120000,361.688159000436,1290.446191835863,2447099.427725644,10.0,15000,0.55,120000,338.1275973551322,1317.4198249739864,1500342.6571526031,10.0,35000,0.78,120000
29,29,-0.0094167292768942,0.0171584305068279,-0.002962420934509,0.000320709486736,-0.0159217874757988,-0.045122122515142,-0.0104897853402932,-0.0378020258802735,-0.0158897387703856,0.0073575167240044,338.7423383538324,1150.5815917713462,1445494.7918984934,10.0,35000,0.78,25000,389.13943842439255,1291.3095475268728,3747751.701535261,15.0,0.0,0.0,120000,364.59572124597037,1173.8488210994587,2459279.912545257,10.0,15000,0.55,120000,341.85519452419913,1182.400194687919,1507393.2562641157,10.0,35000,0.78,120000
30,30,-0.014889498177289,-0.0117076417667305,-0.0357680340179738,-0.0232113782961523,-0.0454287860720612,0.0200297605075251,-0.0391925447480501,0.0293604367287629,-0.0221332316587504,0.031860231589046,342.4850881844442,1217.148539452358,1327020.1719236642,10.0,35000,0.78,25000,390.0327307974236,1372.4766108422975,3290422.9880465516,15.0,0.0,0.0,120000,365.75743835251575,1243.8704782047269,2120713.66407759,10.0,15000,0.55,120000,341.9283129258673,1213.7961917409477,1316257.4494491182,10.0,35000,0.78,120000
31,31,-0.0267389386370118,0.004866488505124,-0.0246162849702644,0.0257059905519078,-0.0051831962249131,-0.02146199645153,-0.0276897320398634,-0.0026857433454559,-0.0481484382372856,-0.0209488579267153,333.12988955594443,1219.2818417830892,1363446.2691093814,10.0,35000,0.78,25000,388.63417340807973,1396.47927121032,3762635.744509196,15.0,0.0,0.0,120000,363.8941165894312,1284.6687087023654,2508469.03121957,10.0,15000,0.55,120000,341.0142046020794,1321.8890066210154,1532005.7794885626,10.0,35000,0.78,120000
32,32,-0.033458174009769,0.0288152716573599,-0.0361641806025023,0.0167716521681359,-0.0429242802443868,-0.030522069872448,-0.0209021959139735,0.0194672777239342,-0.0218164588146338,-0.0192881556141824,339.4554422837704,1220.3495185182564,1321484.3030598701,10.0,35000,0.78,25000,393.9857756228533,1405.529121522528,3547149.652334051,15.0,0.0,0.0,120000,368.886267467671,1291.4001596788344,2351048.753631596,10.0,15000,0.55,120000,345.39814161614385,1274.9994704534806,1465482.5768840285,10.0,35000,0.78,120000
33,33,-0.0368674465811551,-0.0189619236745005,-0.0348473990644092,0.0037114247453392,-0.0490660514186507,-9.150379243354212e-05,-0.0095475478741149,-0.0147257156282714,-0.0360422466094117,-0.0479359398227006,337.8598210304791,1233.5491849797315,1361563.467689064,10.0,35000,0.78,25000,390.32399567286933,1407.797299918027,3561208.534354983,15.0,0.0,0.0,120000,365.514922376735,1289.2545585332716,2339606.37844064,10.0,15000,0.55,120000,341.06743005344373,1267.5088787377395,1453497.6484508761,10.0,35000,0.78,120000
34,34,-0.0235687039650189,-0.0403671041967272,-0.0094004420880425,-0.007274945603573,-0.0068913120523147,0.0189639081288135,-0.0389730135314086,0.0057466166461608,-0.0312950379476791,0.0199049508024355,335.11193702570773,1190.3017891268012,1352574.7307723167,10.0,35000,0.78,25000,385.70220235543366,1344.111040822394,3463040.735625758,15.0,0.0,0.0,120000,361.38346907472976,1222.751280810935,2257167.110907184,10.0,15000,0.55,120000,336.1923476685528,1211.0016159511947,1392669.7448563934,10.0,35000,0.78,120000
35,35,-0.026308082850012,-0.0341370330432742,-0.0262824753057362,-0.040857944411227,-0.0272329925764906,-0.0344181054204105,-0.0453819616950032,-0.026799244716512,-0.0177460766077877,0.0134004065584773,346.1079948254095,1197.2821156777034,1416621.0289373149,10.0,35000,0.78,25000,389.8659941535551,1331.1721784389676,3354726.0216626273,15.0,0.0,0.0,120000,365.64815809405144,1201.0713531548586,2134219.2352617015,10.0,15000,0.55,120000,341.78201054039357,1168.4074991052555,1317754.080550178,10.0,35000,0.78,120000
36,36,-0.014465618117845,0.0235042131291991,-0.02355855178295,-0.0084701672095286,-0.0278289316425202,-0.0359348866406323,-0.0038871607080709,0.0223287685866914,-0.0121668188791641,-0.0118983665473615,342.0059451804033,1156.4898092895496,1354182.530374337,10.0,35000,0.78,25000,391.5782019712623,1312.6634197111987,3422838.9667712757,15.0,0.0,0.0,120000,367.2149046116047,1195.5745966278796,2232015.808308514,10.0,15000,0.55,120000,343.70854672049035,1169.8817381288923,1388147.4113989386,10.0,35000,0.78,120000
37,37,-0.0338812660735353,0.0129835720472718,-0.005182096008886,-0.0238515519841634,-0.0480788058243125,-0.0285182266980337,-0.0029680637316878,0.0155620959628012,-0.0456916599113887,-0.0227296857086773,347.4994667388417,1193.6026367423322,1361391.6201826995,10.0,35000,0.78,25000,394.20403127524963,1342.6499484564206,3343630.5026304345,15.0,0.0,0.0,120000,369.7454097918615,1219.7317612383515,2157130.8722180696,10.0,15000,0.55,120000,346.6309141742666,1186.39701409512,1342404.5789248962,10.0,35000,0.78,120000
38,38,-0.0062764965326264,0.0268510880105292,-0.0063901507469546,-0.0151834956512996,-0.0121881797367404,0.0244106947640605,-0.0093588801180018,0.0400488053399961,-0.0185592392886085,0.0081494663208092,342.6553924940261,1140.378836980831,1338122.4682991297,10.0,35000,0.78,25000,391.08753452249965,1289.2576110795053,3339032.871268541,15.0,0.0,0.0,120000,366.81495002570017,1170.8514057136788,2166450.50220826,10.0,15000,0.55,120000,343.2289719948718,1143.7074104936962,1346267.7833526975,10.0,35000,0.78,120000
39,39,-0.0498185369419956,-0.002897537342668,-0.0187941289999846,0.0294511229079156,-0.0320061513429443,-0.0471634543694734,-0.0404126997555981,-0.019295359025344,-0.0207292740408992,-0.0094423141270678,335.5715132335674,1236.4725884474283,1353007.2000904311,10.0,35000,0.78,25000,391.7754164989795,1424.2603638228086,3719920.345729163,15.0,0.0,0.0,120000,366.5982077428725,1312.3222563221766,2481772.5668924525,10.0,15000,0.55,120000,343.71879671972675,1332.2257151936317,1523196.4812121878,10.0,35000,0.78,120000
40,40,-0.0071509636957212,0.0196652464835875,-0.0438906470177157,0.0075115292712031,-0.0464985173289187,-0.0035033600194461,-0.018641954218932,0.017163103420339,-0.0020532097659356,0.0240008952695257,337.1535909685875,1185.4428017398093,1344270.8662802796,10.0,35000,0.78,25000,389.9625620159905,1360.1440662843875,3547480.7439353797,15.0,0.0,0.0,120000,365.3645535449352,1244.8467030291083,2336704.45580825,10.0,15000,0.55,120000,341.34727489033946,1227.1640273230773,1454936.4791747653,10.0,35000,0.78,120000
41,41,-0.0283328423680532,0.0110798999875529,-0.029545220363492,0.0196823732808826,-0.0105144997516022,0.013807337553567,-0.0125715109375833,-0.0307767679406922,-0.0405991021136064,-0.0319106382271308,334.36040065736603,1189.1144775533246,1421478.9895585198,10.0,35000,0.78,25000,389.3351099629195,1364.4565137059146,3851216.6708238125,15.0,0.0,0.0,120000,364.5807466267215,1256.3822182485576,2559730.6385989278,10.0,15000,0.55,120000,341.0541460546417,1273.3195989937622,1576561.160542552,10.0,35000,0.78,120000
42,42,-0.0473281345196637,-0.0300289301683957,-0.0420027149170643,-0.0348413263336115,-0.0398029625888238,-0.0042411854486875,-0.0241192764103136,0.0301505911570769,-0.0285286159700766,-0.0158009638536416,346.97896497773337,1226.073528141856,1324469.4902639212,10.0,35000,0.78,25000,392.1803652545356,1371.7905521197501,3194911.6025531352,15.0,0.0,0.0,120000,367.820575374898,1239.2150725798863,2042167.5299853696,10.0,15000,0.55,120000,344.0726391511673,1206.1674419117207,1267128.5863799786,10.0,35000,0.78,120000
43,43,-0.0129638977150861,-0.0490176867192835,-0.0253490603919893,0.0205296158250756,-0.0035200756497735,-0.0109614256885752,-0.0290624618396528,-0.0135045309901929,-0.0433725940641644,-0.0106300118445764,328.2962203107436,1239.5800937352608,1358090.3548238266,10.0,35000,0.78,25000,382.6379617950941,1400.934435144997,3718652.537564792,15.0,0.0,0.0,120000,357.8790625608475,1285.0496883607395,2469737.5304128057,10.0,15000,0.55,120000,334.30030645446953,1336.435978609566,1495211.7029639282,10.0,35000,0.78,120000
44,44,-0.0164255655498809,-0.0437241703939528,-0.0163673105459675,-0.0365544331926951,-0.0326353793756589,0.0278320762421749,-0.0489901023924493,-0.010611543605977,-0.0135272501574956,-0.0496163089699275,348.6282519941947,1255.140193010461,1315543.6657337493,10.0,35000,0.78,25000,391.08240486678466,1400.1264486008558,3108762.186296222,15.0,0.0,0.0,120000,366.59410724733584,1268.4252287427794,1979360.6565428716,10.0,15000,0.55,120000,343.490794730159,1228.1569335697213,1221315.9004661085,10.0,35000,0.78,120000
45,45,-0.03902117527579,-0.0051073165690934,-0.0383547891425503,0.0098614977228619,-0.0360458605029121,-0.0189468265831042,-0.0084900135897771,0.0495414393575415,-0.0318920404741707,0.0413635916578922,335.2458547945774,1215.460714485838,1315630.0839171186,10.0,35000,0.78,25000,388.70053693812406,1374.6560954468844,3548345.9073561174,15.0,0.0,0.0,120000,363.888246891322,1253.2829249655547,2346272.888870973,10.0,15000,0.55,120000,341.11621281059996,1291.5876147254853,1431786.2996617174,10.0,35000,0.78,120000
46,46,-0.0477862065749793,-0.000516104203732,-0.030973012226779,0.0105589258939882,-0.0202890086079037,-0.0465598207556712,-0.0108246165776226,0.0430594055903044,-0.04007421949496,0.026491647261553,337.15943049670017,1226.8562295550214,1320579.6541276185,10.0,35000,0.78,25000,390.3071910560771,1384.9971211201441,3564242.4544504723,15.0,0.0,0.0,120000,365.43305565767366,1260.6278712116543,2358485.2068899437,10.0,15000,0.55,120000,343.09997469450957,1303.7691132932637,1438151.8524466187,10.0,35000,0.78,120000
47,47,-0.0402020171953703,0.0224206650164139,-0.0410596087630988,-0.0005072756878982,-0.0216390377728906,0.0025562363169913,-0.0077139516068406,-0.0006109875470366,-0.0018173145587091,0.0235881891034144,340.4098505242361,1153.1078603054275,1404964.5183893694,10.0,35000,0.78,25000,391.82052498673795,1309.202450396612,3649111.7400460965,15.0,0.0,0.0,120000,367.43814833809597,1193.014897635071,2393324.859055169,10.0,15000,0.55,120000,343.9217505145691,1190.9781999520017,1480201.125984779,10.0,35000,0.78,120000
48,48,-0.0177043915547143,0.0082258971786424,-0.0342941531242045,0.0265463672709462,-0.0085180299171386,0.0104652799646745,-0.018237066337545,-0.0202255928682042,-0.046786228966561,-0.0235657719004319,331.82864512735864,1204.5856924147342,1402128.260673882,10.0,35000,0.78,25000,387.5822367027512,1384.3748058905921,3876842.0025369735,15.0,0.0,0.0,120000,362.75123803520745,1276.9377915487678,2586313.291018589,10.0,15000,0.55,120000,339.7168268110575,1314.1085999791726,1583831.9637809058,10.0,35000,0.78,120000
